strategy,n_parents,median_ci_width,p90_ci_width,median_neff_min,p25_neff_min,min_neff10_coverage,min_neff20_coverage,min_neff30_coverage,pooled_auc,mask,corr_range_m
hybrid_300_diverse_100,158,0.1047383373220324,0.1539354063541019,58.98905509912538,35.54956205485573,0.9556962025316456,0.879746835443038,0.7974683544303798,0.8671897953156857,mask_off,150
spatial_thin_300_cap100,158,0.1070579151754457,0.162356366868817,58.09357750507432,35.758897004368585,0.9556962025316456,0.8734177215189873,0.7911392405063291,0.8681424165258839,mask_off,150
feature_diverse_60,158,0.1082885438214522,0.1400394957729949,43.29456433433761,32.49640530591618,0.9430379746835444,0.8987341772151899,0.7911392405063291,0.8589209461624739,mask_off,150
fscs_60,158,0.1095115201976233,0.1670986042252143,41.6880773732892,27.925615689591584,0.9367088607594936,0.8670886075949367,0.7278481012658228,0.9027099801491926,mask_off,150
random_60,158,0.1097191333088408,0.1519905863728249,40.58855592861654,27.32782565352018,0.9367088607594936,0.8607594936708861,0.6835443037974683,0.907212007513041,mask_off,150
spatial_thin_100_cap60,158,0.1105739502712347,0.1548446435415679,47.8018694965963,39.465160634433616,0.9746835443037974,0.930379746835443,0.8607594936708861,0.8963105172509322,mask_off,150
spatial_thin_150_cap60,158,0.1138452563647758,0.1619713727496403,52.43719993683343,46.73969136111522,0.981012658227848,0.9367088607594936,0.8860759493670886,0.8946100944094666,mask_off,150
spatial_thin_300_cap60,158,0.1220257547981422,0.1821291457423855,58.55564805464626,35.81346427141507,0.9556962025316456,0.8734177215189873,0.7974683544303798,0.8724066786382914,mask_off,150
spatial_thin_250_cap60,158,0.1235020449230821,0.1732530029147257,58.49591865205576,43.1688080772067,0.9683544303797468,0.8924050632911392,0.8417721518987342,0.881014159174769,mask_off,150
random_40,158,0.1329901727010019,0.1850451180486987,30.62366620174747,23.029250352070747,0.9177215189873418,0.8037974683544303,0.5253164556962026,0.9064211965229932,mask_off,150
random_200,158,0.0629668297887504,0.0838474455209214,32.70799597656418,17.43826778759881,0.8481012658227848,0.7025316455696202,0.5759493670886076,0.9102017100831704,mask_off,300
