strategy,n_parents,median_ci_width,p90_ci_width,median_neff_min,p25_neff_min,min_neff10_coverage,min_neff20_coverage,min_neff30_coverage,pooled_auc,x_obs_fallback_parents,median_ci_width__built_loss,median_neff_min__built_loss,median_dor__built_loss,n_parents__built_loss,median_ci_width__crop_loss,median_neff_min__crop_loss,median_dor__crop_loss,n_parents__crop_loss,mask,corr_range_m
fscs_150,158,0.0650077783092964,0.1085972860334049,16.699295483407685,8.294522904689556,0.7151898734177216,0.3481012658227848,0.0253164556962025,0.9110123714476664,0,0.060567990141459,14.64786851086885,0.5147774065502857,90,0.0671197064422883,19.045629231639417,0.4666357693677925,68,on,500
spatial_thin_100_cap150,158,0.0683787636146802,0.135596439269602,18.928406098866283,10.531504834869564,0.759493670886076,0.4430379746835443,0.0759493670886076,0.8937639285965945,0,0.0664194117122651,16.332820681304714,0.508894133667616,90,0.0721456682077466,20.59110577655949,0.451193560154844,68,on,500
spatial_thin_150_cap150,158,0.0706341732506026,0.1478540092463429,19.948775003664245,11.287693908807446,0.7784810126582279,0.4936708860759494,0.120253164556962,0.8864145308154129,0,0.0685853037208721,17.679330101464327,0.5093253967415547,90,0.0741023772450354,21.63416509815102,0.4648194652628772,68,on,500
hybrid_150_diverse_150,158,0.0713783477788198,0.1640725239975098,19.921826608969724,11.135046654165286,0.7784810126582279,0.4936708860759494,0.1075949367088607,0.8855999287623295,0,0.0677690693501628,17.5959743680337,0.5010539992797649,90,0.074894342791672,21.683589465955144,0.4581614724360329,68,on,500
random_100,158,0.0736063645125948,0.1295995956781035,15.928271079144272,7.998530894295536,0.7025316455696202,0.2721518987341772,0.0126582278481012,0.9125685266784168,0,0.0682121737594848,13.817922158698083,0.5126297208421483,90,0.0760497743550344,17.619856914570967,0.4571651519223452,68,on,500
fscs_100,158,0.0742003931916955,0.1369370611222186,16.05866432304348,8.456405153550364,0.7151898734177216,0.3164556962025316,0.0126582278481012,0.9077048670084922,0,0.0713022191334233,14.387244316664267,0.5121187969179624,90,0.0792019203168798,18.022317798619454,0.4468953311129422,68,on,500
feature_diverse_100,158,0.0763495320868993,0.1203141153241035,16.92899589945555,9.51864537633364,0.7341772151898734,0.3987341772151899,0.0189873417721519,0.8839773233456177,0,0.0750573162191762,15.371369269468651,0.5220728561764542,90,0.078601939961274,20.402280237148624,0.4217248213489225,68,on,500
spatial_thin_100_cap100,158,0.0785216524567005,0.1566651418619885,17.444613699129782,10.238261474998454,0.759493670886076,0.379746835443038,0.0126582278481012,0.8977612452756296,0,0.0787249894128236,16.08914870427384,0.5065996590052286,90,0.078086793338252,19.63952363157745,0.4473409626963839,68,on,500
spatial_thin_150_cap100,158,0.0795901989522558,0.1552422732786595,19.561085666835844,11.188570520235782,0.7784810126582279,0.4746835443037974,0.0316455696202531,0.8891243199950006,0,0.0791753716585421,17.225316861643698,0.5128564383410119,90,0.0796218243421538,21.27304209644505,0.4666275147746596,68,on,500
spatial_thin_250_cap150,158,0.0807193125659326,0.17708266920872,21.66803994463824,12.74386948907648,0.8291139240506329,0.569620253164557,0.2088607594936709,0.8744173631456421,0,0.0807368202980046,19.701916436041,0.5104018034041955,90,0.0801428134738102,24.0478178938209,0.4676916309315978,68,on,500
hybrid_150_diverse_100,158,0.0820616168723852,0.1450611213033608,19.844681837863817,11.37696124694051,0.7721518987341772,0.4936708860759494,0.0822784810126582,0.8742372594666842,0,0.0820854271786237,17.56582898972747,0.5142783095851355,90,0.0816239569760635,22.016037629402668,0.4345216114082048,68,on,500
spatial_thin_250_cap100,158,0.0855755794080751,0.1770838887444859,21.679102622483803,12.76459912750731,0.8291139240506329,0.5569620253164557,0.2088607594936709,0.8751619093767767,0,0.0853245912425369,19.563747964202708,0.5121979262857153,90,0.0858849207966687,23.9032666794928,0.4610595403537842,68,on,500
hybrid_300_diverse_100,158,0.0930573981306589,0.1930281155418423,21.737828685031488,12.835055661654849,0.8481012658227848,0.569620253164557,0.2531645569620253,0.8672872395199185,0,0.0930214094110162,20.479292660425017,0.5211578614523527,90,0.0931009910967817,24.563712756942333,0.466359457081926,68,on,500
spatial_thin_300_cap100,158,0.0937018409960953,0.1895539650988995,21.812765043636,13.111924464443073,0.8481012658227848,0.5759493670886076,0.2531645569620253,0.8697439510051633,0,0.095593883757711,20.2313124344169,0.5131403654730478,90,0.0901646875358277,23.92530318178713,0.455681930858651,68,on,500
