parent_id,parent_label,dor_median_v2,category_v2,dor_knn,dor_median_v3,category_knn,category_median,dor_change,changed
000000000000000005de,built_loss,0.4452508590636216,degraded,0.3964791835641063,0.4452508590636216,degraded,degraded,-0.04877167549951533,False
000000000000000005e7,built_loss,0.6525479658247079,recovering,0.4784248736700252,0.6525479658247079,indistinguishable,recovering,-0.1741230921546827,True
000000000000000005f9,built_loss,0.6262308378266901,recovering,0.5789313340684433,0.6262308378266901,indistinguishable,recovering,-0.047299503758246764,True
0000000000000000061c,built_loss,0.4073894889830283,degraded,0.3050950563996551,0.4073894889830283,indistinguishable,degraded,-0.10229443258337317,True
00000000000000000624,built_loss,0.498551192021064,indistinguishable,0.4394839025258873,0.498551192021064,indistinguishable,indistinguishable,-0.0590672894951767,False
00000000000000000626,built_loss,0.5038014716831825,indistinguishable,0.4591184030577849,0.5038014716831825,indistinguishable,indistinguishable,-0.04468306862539756,False
0000000000000000062a,built_loss,0.5667409151185734,recovering,0.4439371424680422,0.5667409151185734,indistinguishable,recovering,-0.12280377265053116,True
00000000000000000636,built_loss,0.5021887489485638,indistinguishable,0.6634082326364356,0.5021887489485638,recovering,indistinguishable,0.16121948368787176,True
0000000000000000064a,built_loss,0.2936968537424457,degraded,0.1218627202682044,0.2936968537424457,degraded,degraded,-0.1718341334742413,False
0000000000000000064d,built_loss,0.4529730950987031,degraded,0.3701618002185084,0.4529730950987031,degraded,degraded,-0.08281129488019467,False
00000000000000000694,built_loss,0.3696240752502557,degraded,0.2512328691769114,0.3696240752502557,degraded,degraded,-0.1183912060733443,False
0000000000000000069d,built_loss,0.6567461844194507,recovering,0.665134401100033,0.6567461844194507,recovering,recovering,0.008388216680582317,False
000000000000000006b7,built_loss,0.4627099297657802,degraded,0.3750291149613138,0.4627099297657802,indistinguishable,degraded,-0.08768081480446638,True
000000000000000006df,built_loss,0.2486328699102255,degraded,0.4325119622858132,0.2486328699102255,indistinguishable,degraded,0.18387909237558767,True
