parent_id,parent_label_v1,applicable_v1,dor_median_v1,dor_median_ci_low_v1,dor_median_ci_high_v1,n_eff_min_v1,parent_label_v2,applicable_v2,dor_median_v2,dor_median_ci_low_v2,dor_median_ci_high_v2,n_eff_min_v2,dor_delta_v2_minus_v1,n_eff_min_delta_v2_minus_v1,category_v1,category_v2,category_changed
000000000000000003fa,built_loss,True,0.463253420538105,0.4290783456438939,0.5134597756565618,7.661165334986111,built_loss,True,0.4406429154372163,0.4075205523458745,0.4662786883581487,6.144493254210263,-0.02261050510088869,-1.516672080775848,indistinguishable,degraded,True
00000000000000000407,built_loss,True,0.5184685312912396,0.4637126829816011,0.560570549534723,9.521807627838855,built_loss,True,0.5710881404030977,0.5317922690959043,0.60870492170118,1.3736015232947407,0.052619609111858145,-8.148206104544116,indistinguishable,recovering,True
0000000000000000040f,built_loss,True,0.6032381735159859,0.5859209237973471,0.6286943018912123,6.685315279015623,built_loss,True,0.5175390120208999,0.5053474067098295,0.5342387530112055,1.1896657437175169,-0.08569916149508594,-5.4956495352981065,recovering,recovering,False
00000000000000000426,built_loss,True,0.5080062870839719,0.4764517356889254,0.5428335276067567,7.449842459453944,built_loss,True,0.5605947020251493,0.5250212414643178,0.5906980728763249,1.3653707771504706,0.052588414941177386,-6.084471682303473,indistinguishable,recovering,True
0000000000000000042b,built_loss,True,0.6164136424974516,0.5853884806020757,0.6556657804087592,9.119552380191928,built_loss,True,0.5773600135560975,0.5300543382818323,0.6165915534232838,1.2493434826538885,-0.03905362894135411,-7.87020889753804,recovering,recovering,False
00000000000000000442,built_loss,True,0.7464368820784286,0.7032384580299723,0.7737940113202626,3.956412526086005,built_loss,True,0.3252001137405086,0.2835610972900333,0.3991624761819444,1.0304344022501648,-0.42123676833792,-2.92597812383584,recovering,degraded,True
0000000000000000044b,crop_loss,True,0.3805259288933623,0.3613179232471081,0.4140677281539163,1.319845323228456,crop_loss,True,0.5772634636816566,0.5597008535109591,0.6012137242250485,1.3355273820638114,0.1967375347882943,0.01568205883535545,degraded,recovering,True
00000000000000000465,built_loss,True,0.6047741661785658,0.5552729835236402,0.647644373032499,7.681117396658943,built_loss,True,0.6502428139970662,0.6062778352035324,0.6774379431612472,1.370221863823673,0.04546864781850035,-6.3108955328352705,recovering,recovering,False
0000000000000000046c,crop_loss,True,0.5169628170040165,0.3997652727818572,0.662315181907437,10.118157552688157,crop_loss,True,0.5108820253407497,0.4500098759247391,0.5572332067333443,2.641741908516868,-0.006080791663266805,-7.476415644171288,indistinguishable,indistinguishable,False
0000000000000000047e,built_loss,True,0.5175792881880642,0.4906101644180864,0.5523419333391257,6.45879817840148,built_loss,True,0.517086674082226,0.5012626286791196,0.5542275271043094,2.4470386069714425,-0.0004926141058382294,-4.011759571430037,indistinguishable,recovering,True
00000000000000000480,crop_loss,True,0.9104343600703224,0.8695462542373116,0.92305947477427,1.890191287300442,crop_loss,True,0.8647773557856236,0.8138829761419492,0.8844803664489355,1.1708916865960015,-0.045657004284698766,-0.7192996007044405,recovering,recovering,False
00000000000000000483,crop_loss,True,0.5243592634755084,0.4868078998588656,0.5473312977166126,4.6819878218970565,crop_loss,True,0.7528212781559955,0.6971257340013157,0.7900158355795925,1.4404971844190708,0.2284620146804871,-3.2414906374779857,indistinguishable,recovering,True
00000000000000000485,crop_loss,True,0.7270505173169028,0.6946036277255325,0.754937047770912,5.55824664815824,crop_loss,True,0.7024702721367897,0.6845234762971222,0.72512599624897,1.677810481369764,-0.024580245180113147,-3.8804361667884764,recovering,recovering,False
00000000000000000490,built_loss,True,0.630513912081378,0.5815206704428086,0.6644124977290079,8.31744168779871,built_loss,True,0.6385259020391865,0.6108390751148632,0.6804961145482342,4.263469001833144,0.008011989957808496,-4.053972685965565,recovering,recovering,False
00000000000000000497,crop_loss,True,0.3232657665500445,0.2581867861351184,0.3702602054194782,4.129921911852053,crop_loss,True,0.2344446290200766,0.1955905143973733,0.276813335208077,1.2265928527693315,-0.08882113752996793,-2.903329059082721,degraded,degraded,False
0000000000000000049b,crop_loss,True,0.3581019568204736,0.3168623140784514,0.4127805053343662,8.106039196793917,crop_loss,True,0.362081465925387,0.3349232648495914,0.3771472085533783,1.2351692185119765,0.0039795091049134035,-6.870869978281941,degraded,degraded,False
000000000000000004a1,crop_loss,True,0.5287591544042398,0.4947655591390897,0.5622437128702709,6.089014659163079,crop_loss,True,0.3478135502672949,0.3200365720343896,0.3933286881581708,1.3544905458042895,-0.18094560413694494,-4.734524113358789,indistinguishable,degraded,True
000000000000000004c0,built_loss,True,0.6505592419598829,0.6190953555825919,0.6745918989670008,9.330015041436676,built_loss,True,0.6610561807849182,0.6260086079208839,0.682965223194369,1.9170260903822016,0.010496938825035329,-7.412988951054475,recovering,recovering,False
000000000000000004c5,built_loss,True,0.6436379207039062,0.6088508496280899,0.6948286939012772,8.72628527007066,built_loss,True,0.5569497255512478,0.5274471401074897,0.6128422984600439,1.1592979788242164,-0.08668819515265846,-7.566987291246443,recovering,recovering,False
000000000000000004d2,built_loss,True,0.8004362221541929,0.7200329610452281,0.8567604906665461,8.874829641437913,built_loss,True,0.6099783470288064,0.5792534370537691,0.6447440821881962,1.3722391925417123,-0.19045787512538648,-7.5025904488962,recovering,recovering,False
