parent_id,parent_label,min_dist_m,n_good,n_bad,dor_knn
000000000000000001a6,crop_loss,1000,194,168,0.31572749879971024
000000000000000001e4,crop_loss,1000,177,192,0.6345883455332221
000000000000000001f9,crop_loss,1000,172,184,0.5611348378275626
00000000000000000228,crop_loss,1000,181,200,0.47818312500151255
00000000000000000281,crop_loss,1000,176,171,0.5288345773005995
0000000000000000028c,crop_loss,1000,177,191,0.47676418796905884
0000000000000000028d,crop_loss,1000,182,198,0.698182344491889
00000000000000000291,crop_loss,1000,181,195,0.6652974789995346
000000000000000002c5,crop_loss,1000,193,142,0.4635526345645218
000000000000000002cc,crop_loss,1000,184,148,0.4301204147698338
000000000000000002dc,crop_loss,1000,183,182,0.504716725261921
000000000000000002e4,crop_loss,1000,197,184,0.4510517089606738
000000000000000002ec,crop_loss,1000,193,175,0.5068221512815705
00000000000000000314,crop_loss,1000,183,159,0.38968397568802915
00000000000000000335,crop_loss,1000,182,196,0.46576192149242635
0000000000000000033a,crop_loss,1000,185,189,0.49907022736011886
000000000000000003a2,crop_loss,1000,170,177,0.46180258826466913
000000000000000003b0,crop_loss,1000,181,187,0.42557070846132644
000000000000000003c7,crop_loss,1000,177,191,0.6306257874818418
000000000000000003c8,crop_loss,1000,190,160,0.11085714911536274
000000000000000003f1,crop_loss,1000,144,120,0.6038993472476901
000000000000000003f2,crop_loss,1000,184,153,0.46738502916237223
0000000000000000044b,crop_loss,1000,182,200,0.6442790080421592
0000000000000000046c,crop_loss,1000,191,182,0.46691838447519696
00000000000000000480,crop_loss,1000,176,178,0.8918112234564838
00000000000000000483,crop_loss,1000,189,196,0.7609094457052039
00000000000000000485,crop_loss,1000,151,184,0.602700162140686
00000000000000000497,crop_loss,1000,189,150,0.4240737754103927
0000000000000000049b,crop_loss,1000,187,180,0.4625132928163074
000000000000000004a1,crop_loss,1000,178,176,0.4160020817088642
000000000000000004e7,crop_loss,1000,184,182,0.48987400105986373
000000000000000004e9,crop_loss,1000,189,89,0.6050454924206186
000000000000000004ee,crop_loss,1000,184,183,0.487518681468226
000000000000000004f9,crop_loss,1000,164,183,0.5004631463583566
00000000000000000517,crop_loss,1000,179,200,0.7067049489612779
0000000000000000057e,crop_loss,1000,188,189,0.544984437846988
000000000000000005d1,crop_loss,1000,186,110,0.43444958788213134
00000000000000000611,crop_loss,1000,173,183,0.7508678495510386
0000000000000000062f,crop_loss,1000,183,174,0.6078723614874131
00000000000000000632,crop_loss,1000,169,77,0.267158492686568
0000000000000000063e,crop_loss,1000,195,174,0.5025154713488552
00000000000000000655,crop_loss,1000,179,200,0.6603546262691361
00000000000000000697,crop_loss,1000,165,154,0.5652976601938454
00000000000000000698,crop_loss,1000,145,180,0.44253081450191956
000000000000000006a8,crop_loss,1000,192,174,0.3142824081456207
000000000000000006b4,crop_loss,1000,172,200,0.5199779298230558
000000000000000006be,crop_loss,1000,172,164,0.4328615118675367
000000000000000006c0,crop_loss,1000,185,103,0.37906982698130537
000000000000000006cc,crop_loss,1000,164,183,0.3693204927735888
000000000000000006ce,crop_loss,1000,174,182,0.4835809273191335
000000000000000006d9,crop_loss,1000,196,181,0.2091565741268951
000000000000000006e5,crop_loss,1000,171,188,0.48798678928005246
00000000000000000001,built_loss,2000,120,139,0.47290271897263597
00000000000000000049,built_loss,2000,146,68,0.6266052822994391
