strategy,parent_id,parent_label,x_obs_source,n_good,n_bad,n_eff_good,n_eff_bad,n_eff_min,dor,ci_low,ci_high,ci_width
fscs_60,000000000000000003fa,built_loss,test_site,60,60,21.652562944995378,20.635899200447597,20.635899200447597,0.4154986064097223,0.3789549602895519,0.47390837269632735,0.09495341240677546
fscs_60,00000000000000000407,built_loss,test_site,60,60,20.63591265422714,24.39602030871271,20.63591265422714,0.5917303327928558,0.5292873445179336,0.6416564429084869,0.11236909839055331
fscs_60,0000000000000000040f,built_loss,test_site,60,60,17.11063097944347,13.26274629404371,13.26274629404371,0.5265520009160505,0.5068717114095059,0.5429687235758662,0.0360970121663603
fscs_60,00000000000000000426,built_loss,test_site,60,60,12.586597584286597,15.934318347720692,12.586597584286597,0.5465471849076782,0.4992916236891089,0.6192321594242153,0.11994053573510638
fscs_60,0000000000000000042b,built_loss,test_site,60,60,29.191361522392086,15.153274354782246,15.153274354782246,0.5966533122020907,0.5469520273730097,0.6422374557664862,0.09528542839347642
fscs_60,00000000000000000442,built_loss,test_site,60,60,29.012329678417004,2.204968738197309,2.204968738197309,0.37899466112793007,0.27535070217490704,0.5860921375723467,0.31074143539743965
fscs_60,00000000000000000465,built_loss,test_site,60,60,23.421381575308036,20.930000770831104,20.930000770831104,0.6219167775086691,0.566290995485394,0.6684346815130469,0.10214368602765289
fscs_60,0000000000000000047e,built_loss,test_site,60,60,27.90596503807664,9.62288318929162,9.62288318929162,0.5359502182627298,0.49333498502161,0.5896653375880496,0.09633035256643963
fscs_60,000000000000000004c0,built_loss,test_site,60,60,22.68036521051891,18.004981091083735,18.004981091083735,0.6225123792254212,0.577988419337987,0.6649236157892212,0.08693519645123426
fscs_60,000000000000000004c5,built_loss,test_site,60,60,17.715489091338945,6.731514713751829,6.731514713751829,0.5767975955952845,0.5211231088730318,0.6134526698270942,0.09232956095406242
fscs_60,000000000000000004d9,built_loss,test_site,60,60,28.658145371629068,20.014651509078103,20.014651509078103,0.5475094473293096,0.5089068921978805,0.5923883513786036,0.08348145918072303
fscs_60,000000000000000004eb,built_loss,test_site,60,60,22.718846880371377,25.35688099520006,22.718846880371377,0.4465956345118121,0.4208911065316967,0.4894147891167781,0.0685236825850814
fscs_60,000000000000000004f5,built_loss,test_site,60,60,28.300478363632237,3.924048803019186,3.924048803019186,0.5003699968502723,0.4494734412226524,0.569738036710521,0.12026459548786861
fscs_60,000000000000000004f7,built_loss,test_site,60,60,22.550121825466345,4.421341872523422,4.421341872523422,0.47515811081829135,0.44941799058263676,0.5003959357946058,0.05097794521196908
fscs_60,000000000000000004fe,built_loss,test_site,60,60,25.911156290781747,8.049018810758293,8.049018810758293,0.5083923772238536,0.4701192271376757,0.5594074181698052,0.08928819103212954
