parent_id,parent_label,min_dist_m,n_good,n_bad,m_g,m_b,dor
00000000000000000661,stable_crop,300,298,297,0.06609093864381146,0.04723886655125353,0.41682650446216196
00000000000000000661,stable_crop,500,294,296,0.3521652570345809,0.04723886655125353,0.11827335713769449
00000000000000000661,stable_crop,1000,279,290,0.3521652570345809,0.08539636240850505,0.19516419771231208
00000000000000000661,stable_crop,2000,237,219,0.3521652570345809,0.5278575764646293,0.5998225913810942
00000000000000000661,stable_crop,3000,186,134,0.3521652570345809,0.5337293362402071,0.6024749900172963
00000000000000000661,stable_crop,4000,100,100,0.48510686662305946,0.5337293362402071,0.5238617696737978
00000000000000000518,stable_crop,0,300,300,0.04444712034546385,0.023886464872247947,0.3495567340100152
00000000000000000518,stable_crop,25,300,300,0.04444712034546385,0.023886464872247947,0.3495567340100152
00000000000000000518,stable_crop,50,300,300,0.04444712034546385,0.023886464872247947,0.3495567340100152
00000000000000000518,stable_crop,75,300,300,0.04444712034546385,0.023886464872247947,0.3495567340100152
00000000000000000518,stable_crop,100,300,300,0.04444712034546385,0.023886464872247947,0.3495567340100152
00000000000000000518,stable_crop,150,299,300,0.04444712034546385,0.023886464872247947,0.3495567340100152
00000000000000000518,stable_crop,200,299,300,0.04444712034546385,0.023886464872247947,0.3495567340100152
00000000000000000518,stable_crop,300,299,299,0.04444712034546385,0.02627309034784575,0.3715075236612632
00000000000000000518,stable_crop,500,297,296,0.04445414963632437,0.028203720939202516,0.38817158713035704
00000000000000000518,stable_crop,1000,283,293,0.04445414963632437,0.028203720939202516,0.38817158713035704
00000000000000000518,stable_crop,2000,234,252,0.04455626603255136,0.028203720939202516,0.3876268002874141
00000000000000000518,stable_crop,3000,148,184,0.047319935886276476,0.03168163252383769,0.401025361407643
00000000000000000518,stable_crop,4000,100,100,0.05013634960051727,0.05060059362482687,0.5023042391819776
000000000000000001e2,stable_nature,0,300,0,,,
000000000000000001e2,stable_nature,25,300,0,,,
000000000000000001e2,stable_nature,50,300,0,,,
000000000000000001e2,stable_nature,75,300,0,,,
000000000000000001e2,stable_nature,100,300,0,,,
000000000000000001e2,stable_nature,150,300,0,,,
000000000000000001e2,stable_nature,200,300,0,,,
000000000000000001e2,stable_nature,300,300,0,,,
000000000000000001e2,stable_nature,500,297,0,,,
000000000000000001e2,stable_nature,1000,287,0,,,
000000000000000001e2,stable_nature,2000,232,0,,,
000000000000000001e2,stable_nature,3000,151,0,,,
000000000000000001e2,stable_nature,4000,100,0,,,
0000000000000000043c,stable_nature,0,300,266,0.08048288434486486,0.10452157864575398,0.5649678767505683
0000000000000000043c,stable_nature,25,300,266,0.08048288434486486,0.10452157864575398,0.5649678767505683
0000000000000000043c,stable_nature,50,299,266,0.08048288434486486,0.10452157864575398,0.5649678767505683
0000000000000000043c,stable_nature,75,299,266,0.08048288434486486,0.10452157864575398,0.5649678767505683
0000000000000000043c,stable_nature,100,299,266,0.08048288434486486,0.10452157864575398,0.5649678767505683
0000000000000000043c,stable_nature,150,299,266,0.08048288434486486,0.10452157864575398,0.5649678767505683
0000000000000000043c,stable_nature,200,299,266,0.08048288434486486,0.10452157864575398,0.5649678767505683
0000000000000000043c,stable_nature,300,299,264,0.08048288434486486,0.10820077188996594,0.5734506848580918
0000000000000000043c,stable_nature,500,297,262,0.08048288434486486,0.10820077188996594,0.5734506848580918
0000000000000000043c,stable_nature,1000,284,257,0.08048288434486486,0.10820077188996594,0.5734506848580918
0000000000000000043c,stable_nature,2000,227,226,0.08048288434486486,0.11219154953495922,0.5822856062177592
0000000000000000043c,stable_nature,3000,131,170,0.10264380367575662,0.12689214512165603,0.552820356836992
0000000000000000043c,stable_nature,4000,100,100,0.10309641507360587,0.16252525859423017,0.6118674592678707
0000000000000000048b,stable_built,0,300,169,0.09193711859005446,0.025592808261353774,0.2177556725062266
0000000000000000048b,stable_built,25,300,169,0.09193711859005446,0.025592808261353774,0.2177556725062266
0000000000000000048b,stable_built,50,300,168,0.09193711859005446,0.025592808261353774,0.2177556725062266
0000000000000000048b,stable_built,75,300,167,0.09193711859005446,0.025592808261353774,0.2177556725062266
0000000000000000048b,stable_built,100,300,166,0.09193711859005446,0.028138614165820818,0.23434055757789793
0000000000000000048b,stable_built,150,299,164,0.10517319947917396,0.03261126020272924,0.23668315191554046
0000000000000000048b,stable_built,200,299,164,0.10517319947917396,0.03261126020272924,0.23668315191554046
0000000000000000048b,stable_built,300,298,157,0.10517319947917396,0.03442603376300994,0.24660618087378236
0000000000000000048b,stable_built,500,298,150,0.10517319947917396,0.03442603376300994,0.24660618087378236
0000000000000000048b,stable_built,1000,292,147,0.10517319947917396,0.03442603376300994,0.24660618087378236
