PLOTID,parent_id,longitude,latitude,group,ghm_aa
a54-65991654743195_26-75333202984852,,54.6599165474343,26.753332029838525,stable_natural,0.09073249995708466
a64-51042370371017_52-73349843673726,,64.51042370371313,52.7334984367105,stable_natural,0.37888461351394653
a-60-14921530439973_-21-37737252730228,,-60.14921530439918,-21.37737252728966,stable_natural,0.0041981893591582775
a61-86202603012531_57-71576220514819,,61.86202603012338,57.71576220511891,stable_natural,0.4664192795753479
a-112-2026044465809_53-34806404643479,,-112.20260444658248,53.348064046411736,stable_natural,0.38598746061325073
a9-39183989159145_61-89641664952897,,9.391839891603844,61.89641664948528,stable_natural,1.0
a35-31591403153429_47-58454780540672,,35.31591403153664,47.584547805383735,stable_natural,0.119426429271698
a-83-31970690899713_15-01159588443764,,-83.31970690899605,15.011595884428663,stable_natural,0.0027039111591875553
a5-55791819302814_35-97036852651125,,5.557918193029457,35.97036852648766,artificial_reversion,0.32010793685913086
a96-26127052884372_16-61275853008035,,96.2612705288442,16.612758530074455,stable_natural,0.8338192701339722
a-54-09581281438785_-14-94724884545907,,-54.095812814386406,-14.947248845451435,stable_natural,0.5159731507301331
a-79-61690882137655_-2-39379178884669,,-79.6169088213754,-2.3937917888419022,stable_natural,0.44570252299308777
a58-35089904909993_50-56941366729988,,58.35089904910096,50.56941366727534,stable_natural,0.42012229561805725
a76-02178124557348_14-33785285198865,,76.02178124557466,14.3378528519863,stable_natural,0.4533350467681885
a105-86850935741847_53-87769617973204,,105.8685093574252,53.87769617970086,stable_natural,0.3671194314956665
a10-16649125618953_59-27983573503775,,10.166491256201892,59.27983573499909,stable_natural,0.4371044635772705
a44-74305568124137_33-77986955586815,,44.74305568124372,33.77986955585067,stable_natural,0.3609040379524231
a42-78493546789338_61-14087253344981,,42.78493546790077,61.14087253341317,stable_natural,0.3807509243488312
a90-68573923874952_22-49937268553938,,90.68573923874814,22.49937268552742,stable_natural,0.24516674876213074
a-97-73239378243493_18-40014926618029,,-97.73239378243396,18.400149266176555,stable_natural,0.8654826879501343
a107-06275046805636_22-13158562922732,,107.06275046805794,22.13158562921999,stable_artificial,0.9880959391593933
a38-20554578638486_48-865018938321,,38.20554578638464,48.86501893829798,stable_natural,0.4773317575454712
a87-83081999014841_25-19795658509195,,87.83081999014914,25.19795658507892,artificial_reversion,0.7256047129631042
a35-90697592358902_47-45220557551557,,35.906975923590764,47.452205575491945,stable_natural,0.3812631070613861
a46-65314785149186_24-7106994888045,,46.6531478514937,24.71069948879262,stable_natural,0.9851948022842407
a13-05500219690497_30-06565356868604,,13.05500219690433,30.065653568676176,stable_natural,0.0033025580924004316
a77-82271177256824_22-77219287186887,,77.8227117725711,22.77219287185399,stable_natural,0.4392978250980377
a-156-1519468876667_58-8440637521399,,-156.15194688766124,58.8440637521072,stable_natural,0.006176523864269257
a106-6653374086986_10-52845225769557,,106.66533740870048,10.528452257686926,stable_natural,0.6499803066253662
a76-68907027228776_13-07350389798523,,76.68907027228649,13.073503897979904,stable_natural,0.6728827953338623
a-98-56142288438117_34-66515531368676,,-98.56142288437908,34.66515531367013,stable_natural,0.08717815577983856
a72-37157096188946_24-34200798589217,,72.37157096188952,24.342007985884848,stable_natural,0.42513924837112427
a99-1113291177745_7-7756286685202,,99.11132911777268,7.775628668517969,stable_natural,0.01518151257187128
a59-1189980365155_56-84695259904721,,59.11899803652554,56.84695259901312,stable_natural,0.21810539066791534
a-112-30671687140332_41-78772146038906,,-112.30671687140372,41.78772146036965,stable_natural,0.3843197524547577
a-58-10762626506711_-34-8748966259621,,-58.10762626506249,-34.87489662594723,artificial_reversion,0.7170117497444153
a8-6363356442504_59-50724976873421,,8.636335644259429,59.50724976870153,stable_natural,0.2962047755718231
a-60-38066755581971_-37-70951150749919,,-60.38066755581623,-37.70951150748213,stable_natural,0.5379420518875122
a138-77002828971817_-32-70168587275412,,138.77002828971905,-32.70168587273996,stable_natural,0.35499224066734314
a106-32650188705142_10-30119773026291,,106.32650188704828,10.30119773026118,stable_artificial,0.7504622936248779
a7-84738671546957_35-30769185401932,,7.8473867154694865,35.30769185400366,stable_natural,0.23152606189250946
a31-45967868606552_1-21184595779284,,31.459678686064937,1.211845957789374,stable_natural,0.30388176441192627
a78-63456661043028_11-18305565186753,,78.6345666104317,11.183055651860942,stable_natural,0.6847215890884399
a119-28644748698721_34-73693084545524,,119.28644748698918,34.73693084543966,stable_natural,0.9437406659126282
a101-4708784522558_17-390386574297,,101.470878452258,17.39038657428871,stable_natural,0.028292620554566383
a74-86931851160122_63-99966754414921,,74.86931851161614,63.99966754410441,artificial_reversion,0.46937039494514465
a37-58752437660535_-15-07714123128955,,37.58752437660581,-15.077141231281264,stable_natural,0.3886372148990631
a116-61227735903503_-33-73800858743713,,116.6122773590348,-33.738008587422826,stable_natural,0.3800891041755676
a113-49225098181579_34-93197216620762,,113.49225098181536,34.93197216619381,artificial_reversion,0.45277607440948486
a19-4723133081772_40-31982106399998,,19.472313308175465,40.31982106398306,stable_natural,0.7283649444580078
a121-73159764554163_45-21607978936262,,121.7315976455433,45.21607978934129,stable_natural,0.20551170408725739
a103-02781224300693_25-21213907795217,,103.02781224300648,25.21213907794023,stable_artificial,0.5950372815132141
a-44-57273317080572_-6-93552273069536,,-44.57273317080531,-6.935522730689237,stable_natural,0.3747444450855255
a-3-60942333852355_37-1397115017271,,-3.6094233385233263,37.13971150171501,stable_artificial,0.4180442988872528
a-54-1371880536176_-18-79662202401419,,-54.137188053618246,-18.79662202400619,stable_natural,0.24343115091323853
a-104-69651925886939_29-84658893243744,,-104.69651925886934,29.846588932427647,stable_natural,0.024238748475909233
a-65-30401888741473_-27-04087797138652,,-65.30401888741584,-27.040877971374883,stable_natural,0.906597912311554
